,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4,NCBSuper_S1,NCBSuper_S2,NCBSuper_S3,NCBEV_S1,NCBEV_S2,NCBEV_S2,NCBExomere_S1,NCBExomere_S2,NCBExomere_S3
ISM2,0,0,0,0,0,0,0,0,0,0,0,0.956200116,0,0,0,2.620025286,2.523580768,2.644053871,0,0,0,0,2.426542826,2.5152748,2.661928568,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISOC1,0,0,0,2.528836668,2.532736393,2.859016798,2.977170172,3.367096615,2.636470024,2.941892081,3.144111598,3.242104959,2.948722432,3.214705715,2.813553664,3.359759433,2.263052434,3.232871055,0,1.653127323,1.168913826,2.680193992,2.170190716,2.735625828,2.85138244,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,2.724651641,2.552558415,0,0,0,0,0,0
ISOC2,0,0,2.098758683,0,0,0.921132385,0.894759661,0,1.851615862,0,1.853383544,1.526262086,1.956160331,3.044091598,2.327714414,3.207295283,4.017943275,3.385643851,0,0,0,0,3.820496403,4.008505655,3.649121172,3.906890596,0,0,0,0,0,0,0,0,0,0,0,0,2.359658284,1.927897643,2.370579781,0,0,0,1.588954437,1.785217586,1.272293996
IST1,4.080622667,4.096022377,3.439652425,0,0,0,0,0.9499485,0.90279184,3.262125066,1.455392216,2.251195448,0,0,0,0,0,1.03574445,0,1.05142317,0,1.234105921,1.459649025,1.529484238,1.473143559,0,5.66425377,5.653674256,5.385135725,5.632860104,4.711414598,4.086405932,4.234691467,4.373878798,0,0,0,0,0,0,0,4.838671345,5.40282887,5.247135124,0,0,0
ITCH,2.993641837,2.740444656,2.56684197,0,0,0.921132385,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.538745146,2.88100595,3.238727139,2.823248847,0,0,0,0,0,0,0,0,0,0,0,3.482040271,3.805523644,3.485573737,1.225814757,0.860421079,0
ITFG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,0,1.931003366,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITFG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.482040271,3.014573476,3.311212162,0,0,0
ITGA2,5.240850503,5.245570117,4.583991197,0,0,0,0,0,0,3.937650566,0.903929473,3.378779227,0,0,0,0,0,0,0,0,1.168913826,2.338300494,0,0,0,0,6.603131847,6.68462486,6.615526741,6.549708419,7.125072234,6.156744912,6.754338198,6.511111139,0,0,0,0,0,0,0,6.486342366,6.484061993,6.613396619,0.739362081,2.559102357,0.772077092
ITGA3,4.16306102,4.38471777,1.401468483,0,0,0,0,0,0,1.540903575,0,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.820760544,4.54121905,4.638782042,4.661645673,4.06601068,3.404975348,3.986902457,3.617789703,0,0,0,0,0,0,0,3.281008069,3.538765735,2.88278249,0,0,0
ITGA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.449359691,4.8103507,4.371030583,4.661645673,3.76545739,2.886554086,3.309356743,1.933211842,0,0,0,0,0,0,0,0,0,0,0,0,0
ITGA6,7.314704875,7.13162742,6.161751572,4.106148,4.332473679,2.193583806,2.149649735,1.924256156,0,5.888691868,5.016210978,5.497901882,3.852128841,3.746915315,3.466005187,1.021139762,1.944875303,1.632427638,5.091765641,4.418115308,5.009463116,5.553977168,0,0.958592587,1.473143559,2.807354922,7.847473348,8.475490076,8.409352624,8.434213838,7.157264025,6.898545444,7.224522781,7.692024494,6.061833523,2.829306972,4.716298833,0,1.249442867,1.264537373,0,8.028773949,8.309679091,8.568782084,4.035365473,4.113647402,3.780213522
ITGA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.931003366,1.333072201,0,0,0,0,0,0,0,0,0,0,0,3.047356427,3.805523644,2.88278249,0,0,0
ITGAV,5.314841498,5.349766493,4.4276928,0,0,0,0,0,0,4.107103517,1.853383544,3.618510617,0,0,0,0,0,0,0,0,2.246490367,3.563016736,0,0,0,0,6.959747703,6.872719276,6.930355711,6.863855949,6.837860476,4.335216011,6.115508661,5.842498588,0,0,0,0,0,0,0,6.144919018,6.445509349,6.299825209,1.588954437,1.785217586,1.272293996
ITGB1,5.970126824,6.170616814,5.306700778,2.941009732,3.114149002,0.921132385,0,0,0,5.064625813,3.814276912,4.868182395,0.970922069,1.025359956,1.003619168,0,0,0,4.179630012,3.260114038,3.613037926,4.317084986,0,0,0,0,6.978214784,7.003745231,6.979425618,7.089851469,6.837860476,6.734951175,6.540763282,6.555025864,5.083269848,0,0,0,0,0,0,7.249376228,7.345963176,7.596536617,2.326717095,2.559102357,1.937685898
ITGB4,7.314704875,7.38151913,6.303432093,2.749592966,3.402362581,1.47881758,2.621946525,2.500551849,1.851615862,6.409895668,5.390403191,5.999840529,3.117818628,3.214705715,3.176352815,1.61308057,0.963485218,1.632427638,4.939097567,4.343856945,5.168154978,6.012584192,2.170190716,2.735625828,2.85138244,2.807354922,8.879148486,8.892738236,8.852889334,9.01566943,8.332177142,8.039992809,7.9518655,8.008613926,6.471461801,2.829306972,4.015464754,0,1.249442867,1.63401345,0,8.020722637,8.341522414,8.371828583,3.549792363,3.970874501,3.538029059
ITGB5,4.385395623,4.38471777,3.544865169,0,0,0,0,0,0,2.941892081,0,2.511206051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.795007925,5.698582098,5.908747223,5.876189561,5.155749018,0,4.63044284,4.72090243,0,0,0,0,0,0,0,5.10551061,5.518778705,5.340897612,1.225814757,0,0
ITGB6,2.993641837,2.931662233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.820760544,4.889953476,4.718023325,4.265484343,3.385355532,2.069533795,2.795384697,2.7307681,0,0,0,0,0,0,0,3.281008069,3.678301451,3.641116292,0,0,0
ITGB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.383995806,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITM2B,2.316116017,1.941625202,1.791837015,1.949586033,2.271827737,1.880020556,2.810463839,2.720458447,2.636470024,0.96708259,0.903929473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266997295,0,2.867824406,0,0,0,0,0,0,0,2.359658284,2.380592238,2.552558415,2.422279928,2.182886454,1.185956953,2.326717095,3.06006698,2.39131683
ITM2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,1.124462919,1.827934899,0,0,0
ITPA,2.316116017,1.533191662,2.351701379,1.540237874,1.953082406,1.47881758,0.894759661,0.9499485,0.90279184,1.540903575,2.164986415,1.526262086,0,1.025359956,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.264537373,0,0,0,1.185956953,1.87882341,2.091622856,2.39131683
ITPK1,1.58012073,1.941625202,1.401468483,0,0,0,0,0,0,1.950337883,2.164986415,0,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAG1,3.315387858,3.734726159,2.56684197,4.635482004,4.694364685,4.544734225,5.278326981,5.326816141,5.08949235,1.540903575,2.9944429,3.824024523,4.403400798,4.633183863,4.650796994,5.210749622,4.972714701,5.156058903,5.57890101,5.34643269,5.705573371,3.719314538,3.285708808,3.508117252,2.85138244,4.087462841,3.172816473,2.529815193,3.238727139,2.474606879,2.867824406,2.069533795,3.986902457,3.916020257,2.69678497,2.829306972,2.598717113,2.600000002,4.342337338,4.415236267,4.66298515,3.957349526,4.620825287,4.503184844,2.120082319,1.395685978,2.39131683
JAK1,1.58012073,0.961347078,0,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975841682,4.965392779,4.86453437,4.900544903,0,0,0,0,0,0,0,0,0,0,0,2.422279928,2.786809276,2.88278249,0,0,0
JMJD1C,0,0,0,1.540237874,0,0,0,0.9499485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMJD7,0.996370196,0.961347078,0.864613417,0.966587184,0.968891745,1.880020556,0.894759661,0.9499485,1.453839514,0.96708259,0.903929473,0.956200116,0.970922069,2.037874702,2.327714414,2.843407086,1.944875303,3.061983348,0,0,0,0,2.833183695,2.926737964,2.186666421,3.459431619,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,0,1.257310231,0,0,0,0,0,0
JUP,4.516609989,4.509944325,4.481695725,4.106148,3.527408274,3.551296021,3.385748712,3.491832663,3.898681406,4.793726137,4.807654825,4.669311198,3.117818628,3.631120459,3.814069025,2.843407086,2.935479543,3.061983348,3.494786352,3.677881073,2.856411626,3.988767131,0,2.5152748,1.873574051,0,5.243480877,5.232973694,5.119291302,5.167754477,5.592375272,3.404975348,1.989531496,2.7307681,0,0,0,2.600000002,4.073923301,4.098349486,3.680236507,5.479028202,5.626098887,5.294777951,4.093095311,3.893814407,4.110840414
K1C10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.609839497,4.317142767,4.848494147,0,0,0,0,0,0
K1H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965981088,2.516220617,1.827934899,0,0,0
KARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.869805606,4.752014161,4.777126756,1.294777441,0,0,4.035365473,3.81240481,3.921677548
KARS1,3.452825167,3.388364695,4.052779486,4.257767468,4.524736818,4.750307937,5.072680554,5.070952959,5.161372746,4.024863517,4.060116522,3.916753108,3.852128841,4.134834924,3.91363905,2.355604609,2.263052434,2.644053871,2.745703037,3.793987451,3.085856525,3.563016736,2.170190716,1.937434512,2.186666421,1.584962501,0,0,0,0,0,0,0,1.933211842,3.581002772,3.724066632,4.015464754,3.475828426,0,0,0,0,0,0,0,0,0
KBTBD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,1.395685978,1.272293996
KCMF1,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0,2.529675346,2.421096055,2.251195448,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNAB2,0,0,0.864613417,2.749592966,2.753608502,3.176707196,0.894759661,0.9499485,0,1.540903575,1.455392216,1.526262086,0.970922069,1.025359956,1.003619168,0,0,0,0,1.05142317,1.168913826,1.234105921,0,0,0,0,0,0,1.266997295,1.333072201,0,0,0,0,2.69678497,2.829306972,4.408026318,4.016906216,1.249442867,0,1.257310231,0,0,0,1.588954437,0.860421079,1.643015738
KCNN4,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0,0.96708259,0.903929473,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,3.408938331,3.601888181,3.615041015,3.103821595,4.06601068,0,3.309356743,3.617789703,0,0,0,0,0,0,0,0,0,0,0,0,0
KDELR1,0.996370196,0.961347078,2.098758683,0,0,0,0,0,0,1.540903575,1.455392216,1.526262086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.064647663,1.931003366,2.013916734,2.053047961,2.069533795,3.687544579,2.7307681,4.519429818,0,2.598717113,0,0,0,0,0,0,0,0,0,0
KDELR2,0.996370196,1.533191662,2.098758683,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373875901,1.931003366,0,2.053047961,2.069533795,3.309356743,3.916020257,4.125209993,0,2.598717113,0,0,0,0,0,0,0,0,0,0
KDF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.072868086,2.064647663,1.931003366,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDM1A,2.993641837,3.100475979,3.544865169,2.528836668,1.953082406,2.193583806,3.499731284,3.712975173,3.277509632,0,0.903929473,0,0,1.025359956,0,0,0.963485218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359658284,2.870119476,3.11232151,0,0,0,2.94380414,2.34421514,3.013867194
KHDRBS1,2.801126798,2.519953374,2.754024153,2.268089723,3.265441068,2.451014583,2.621946525,2.911236342,2.636470024,0.96708259,1.455392216,1.933791208,0.970922069,1.025359956,1.003619168,3.036793753,2.523580768,2.644053871,0,0,0,0,2.170190716,3.095469549,2.661928568,3,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,1.63401345,1.625618656,1.965981088,1.124462919,0,1.225814757,1.395685978,1.643015738
KHK,0,0,0,0,0,0.921132385,2.405039482,2.500551849,2.636470024,1.540903575,1.853383544,1.526262086,0.970922069,1.618677671,1.003619168,2.031594606,2.744180469,2.053289965,1.098576504,0,0,1.234105921,2.426542826,2.5152748,2.661928568,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,2.724651641,1.9187651,0,0,0,0,0,0
KHSRP,0,0,0,1.540237874,0.968891745,1.880020556,1.839113208,1.51783371,2.636470024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,1.927897643,2.714132425,0,0,0,2.120082319,1.395685978,1.643015738
KIAA0040,0.996370196,1.941625202,0.864613417,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,1.373875901,1.266997295,1.333072201,2.053047961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,0,0,2.120082319,1.785217586,1.937685898
KIAA0319L,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408938331,3.399164795,3.005940259,3.103821595,4.711414598,2.069533795,4.234691467,4.163037251,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264537373,1.625618656,1.294777441,1.748636129,1.827934899,3.975228919,3.536349599,3.44733765
KIAA1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87882341,1.395685978,1.272293996
KIAA1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.422279928,3.678301451,3.485573737,0,0,0
KIAA1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.315236312,2.724651641,3.11232151,5.479028202,5.138564932,5.093970262,5.751826875,5.618195199,5.738005069
KIAA1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,1.63401345,1.625618656,0,0,0,1.225814757,0.860421079,1.272293996
KIAA1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294777441,2.182886454,1.185956953,0.739362081,0,0
KIAA1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,1.927897643,1.9187651,0,0,0,3.374639589,2.746092798,3.623355003
KIAA1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359658284,2.380592238,2.370579781,1.965981088,0,0,3.278384403,3.317774311,3.44733765
KIF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264537373,0,0,0,0,0,0.860421079,1.272293996
KIF23,1.58012073,1.941625202,0.864613417,0.966587184,0.968891745,1.47881758,1.442864021,1.924256156,0.90279184,0,0,0,0,0,0,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,1.264537373,1.625618656,1.294777441,3.211234304,2.608944111,0.739362081,0.860421079,0.772077092
KIF5B,4.636878881,4.924144594,4.533749939,5.256039888,5.260632442,5.163918905,4.434508325,4.602593015,4.561429755,5.327336026,5.265275131,4.958201143,4.467412843,4.440244194,4.707391618,4.127001517,4.177939306,4.236715467,6.142156282,5.932252751,6.465805508,5.81881384,2.170190716,2.2550935,1.473143559,3.321928095,2.538745146,3.163224167,3.238727139,2.823248847,0,0,0,0,2.69678497,0,2.598717113,0,4.437123772,4.507082585,4.450052926,3.482040271,2.516220617,2.608944111,5.162320824,5.297620738,5.240382546
KIFC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588954437,0.860421079,1.272293996
KIRREL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.957349526,3.805523644,3.641116292,0,0,0
KIRREL1,2.993641837,3.100475979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.538745146,1.373875901,2.728226634,2.474606879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.086385166,4.688419698,4.72807568,0,0,0
KL,4.899864715,4.878421948,3.202968816,4.458950855,4.332473679,3.026589061,4.315030162,4.225295774,2.636470024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,2.171928609,2.714132425,3.815629022,4.225202048,4.419692666,3.175245132,2.34421514,2.573880245
KLC1,2.801126798,2.931662233,2.754024153,3.523102099,3.749037927,3.551296021,1.442864021,1.924256156,1.453839514,3.399011692,3.144111598,2.731434726,1.956160331,2.037874702,2.327714414,0,0,0,1.714955817,2.403347751,3.085856525,2.9563868,0,0,0,0,0,1.373875901,1.266997295,0,0,0,0,0,0,0,0,0,0,1.927897643,1.625618656,1.965981088,1.124462919,1.827934899,2.94380414,2.746092798,3.013867194
KLC2,0,0,0,0,0,0.921132385,0,0,0,0.96708259,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.827934899,2.326717095,2.34421514,2.735914953
KLC4,1.58012073,1.941625202,2.098758683,1.949586033,1.543333959,1.47881758,0,0,0,3.524028291,3.279702347,2.731434726,0.970922069,1.025359956,1.003619168,0,0,0,0,1.05142317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264537373,0,1.294777441,0,0,2.507429953,1.785217586,2.573880245
KLK1,0,0,0,0,0,0,1.442864021,2.240990417,2.163087258,0,0,0,0,0,0,2.355604609,2.263052434,2.378701702,0,0,0,0,2.833183695,2.926737964,2.85138244,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.257310231,0,0,0,0,0,0
KLK10,1.994551864,1.941625202,0.864613417,2.749592966,3.114149002,3.176707196,4.376005728,4.546171463,4.331488349,1.540903575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,2.529815193,2.728226634,3.103821595,2.053047961,0,2.795384697,1.933211842,2.69678497,0,3.474430172,0,3.411761316,3.338604144,3.32743251,0,0,0,0,0,0
KLK11,0,0,0,0,0,0,1.442864021,0.9499485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK6,0,0,0,1.540237874,0.968891745,1.47881758,3.605364131,3.812010579,3.719788928,0,0,0,0,0,0,2.355604609,2.263052434,2.378701702,0,0,0,0,3.150050254,2.735625828,3.168830955,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,2.171928609,2.552558415,0,0,0,0,0,0
KNTC1,2.801126798,2.931662233,3.068269276,0,0,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772077092
KPNA1,3.315387858,3.251589451,3.202968816,2.941009732,3.114149002,2.859016798,3.126593151,3.079707418,3.141943704,2.268893588,2.827430592,2.511206051,0.970922069,1.618677671,1.589786044,1.021139762,0.963485218,1.03574445,0,1.05142317,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,2.870119476,2.370579781,0,0,1.185956953,2.668005625,2.559102357,2.182257962
KPNA2,1.58012073,0.961347078,2.754024153,1.540237874,2.271827737,2.451014583,2.810463839,0.9499485,2.636470024,0.96708259,1.853383544,0.956200116,0.970922069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,2.724651641,3.22388253,0,1.124462919,0,2.507429953,2.911604374,2.573880245
KPNA3,3.163465689,3.251589451,3.202968816,3.843880539,3.941110664,3.756000002,3.795922944,4.151572014,4.057818562,1.950337883,2.827430592,3.091114753,3.269158334,3.631120459,3.591590723,3.739228165,3.930758617,3.649832041,2.745703037,2.894418153,1.168913826,0,3.40970041,3.508117252,3.747798963,4.087462841,0,0,0,0,0,0,0,0,0,0,0,0,3.667746299,3.691675226,3.897720983,1.294777441,2.516220617,2.270656823,3.278384403,3.317774311,3.135041216
KPNA4,2.316116017,2.519953374,1.791837015,2.941009732,2.945112293,3.43690954,3.126593151,3.491832663,3.621272161,1.950337883,2.9944429,3.242104959,2.948722432,3.505214095,3.006327599,3.623485148,3.738788903,3.649832041,2.745703037,2.403347751,2.583445471,1.234105921,2.833183695,3.246517199,3.168830955,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,3.885082244,4.038042552,4.200159439,1.965981088,1.748636129,1.827934899,3.374639589,3.431197404,3.135041216
KPNA6,0.996370196,0,1.401468483,0.966587184,0.968891745,0,0.894759661,0.9499485,0,0.96708259,1.455392216,0.956200116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625618656,0,0,1.185956953,2.326717095,1.785217586,1.643015738
KPNB1,4.899864715,5.315863697,4.893838295,5.99950421,6.04655385,5.906353501,5.34084015,5.110402212,5.417672603,5.292610147,5.449119602,5.198782161,5.190750712,5.048736753,5.254967013,4.209599094,4.514144036,4.459656255,4.350805562,4.741022553,3.283768429,3.988767131,1.459649025,3.383238525,2.443780137,1,0,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0,5.912466036,5.743994444,5.73182446,3.658455047,3.678301451,3.311212162,5.998356303,5.776827719,6.031287729
KPRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.965981088,0,0,0,0,0
KRAS,2.993641837,3.100475979,2.351701379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.220308535,3.77960348,3.771823672,4.477120642,3.385355532,2.069533795,0,0,0,0,0,0,0,0,0,3.047356427,4.313482325,4.026951476,0,0,0
KREMEN1,0,0,0,0,0,0,0,0,0,0,0,0,0.970922069,0,0,1.021139762,0,1.03574445,0,0,0,0,1.459649025,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRHB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211234304,0,0,0,0
KRT1,3.800606572,5.011459638,3.544865169,0.966587184,2.271827737,3.756000002,4.315030162,3.079707418,2.419108186,4.690806462,5.091865239,4.374625784,5.300259856,4.440244194,4.176753604,4.625211972,1.53606782,3.649832041,5.395459969,4.681965718,5.95821057,5.783828754,3.000298925,1.529484238,2.186666421,2.807354922,6.739285649,5.405418357,5.231572187,5.838379101,7.496171577,8.538814272,7.041413062,5.526842447,7.165634804,8.497182264,7.987968098,9.097477955,4.609839497,4.550902209,5.242151051,8.278785718,7.366744565,7.0892133,4.253596966,5.267391018,4.726730993
KRT10,3.163465689,4.924144594,2.098758683,0,0,3.176707196,3.261982234,0,0,4.459919147,5.091865239,4.237538143,4.467412843,4.369737013,2.590989414,4.499524191,0,0,5.185248962,4.852343856,6.222205419,5.468432342,0.90705003,0,0,0,6.823402709,5.509900127,5.284597102,5.632860104,7.18875315,7.892486638,6.630021657,4.72090243,7.165634804,8.107633953,6.935217595,9.015170708,0,0,0,8.672247138,8.209701522,7.12918553,4.202055235,5.236514294,4.563600743
KRT14,0,0.961347078,0,0,0,0,0,0,0,0.96708259,1.455392216,0,0,0,0,0,0,0,1.098576504,0,3.283768429,1.234105921,0,0,0,0,2.538745146,1.373875901,1.266997295,1.333072201,3.76545739,5.043305171,1.989531496,0,2.69678497,3.724066632,5.185959353,6.16752107,2.702653929,0,0,6.114979086,5.518778705,4.922591733,1.87882341,2.911604374,1.272293996
KRT16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.335216011,0,0,0,0,0,4.016906216,0,0,0,5.570114554,5.186108703,3.641116292,0,2.091622856,1.272293996
KRT17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.314267921,3.922430423,3.112842797,1.87882341,0,1.272293996
